"GISJOIN","YEAR","STUSAB","REGIONA","DIVISIONA","STATE","STATEA","COUNTY","COUNTYA","COUSUBA","PLACEA","TRACTA","CONCITA","AIANHHA","RES_ONLYA","TRUSTA","AIHHTLI","AITSCEA","ANRCA","CBSAA","CSAA","METDIVA","NECTAA","CNECTAA","NECTADIVA","UAA","CDCURRA","SLDUA","SLDLA","ZCTA5A","SUBMCDA","SDELMA","SDSECA","SDUNIA","PCI","PUMAA","GEOID","NAME","BTTRA","AM0KE001","AM0KE002","AM0KE003","AM0KE004","AM0KE005","AM0KE006","AM63E001","AM63E002","AM63E003","AM63E004","AM63E005","AM63E006","AM63E007","AM63E008","AM63E009","AM63E010","AM63E011","AM63E012","AM63E013","AM63E014","AM63E015","AM63E016","AM63E017","AM63E018","AM63E019","AM63E020","AM63E021","AM63E022","AM63E023","AM63E024","AM63E025","AM63E026","AM63E027","AM63E028","AM63E029","AM63E030","AM63E031","AM63E032","AM63E033","AM63E034","AM63E035","AM63E036","AM63E037","AM63E038","AM63E039","AM63E040","AM63E041","AM63E042","AM63E043","AM63E044","AM63E045","AM63E046","AM63E047","AM63E048","AM63E049","AM63E050","AM63E051","AM63E052","AM63E053","AM63E054","AM63E055","AM63E056","AM63E057","AM63E058","AM63E059","AM70E001","AM70E002","AM70E003","AM70E004","AM70E005","AM70E006","AM70E007","AM70E008","AM70E009","AM70E010","AM70E011","AM70E012","AM70E013","AM70E014","AM70E015","AM70E016","AM70E017","AM8FE001","AM8FE002","AM8FE003","AM8FE004","AM8FE005","AM8FE006","AM8FE007","AM8FE008","AM8FE009","AM8FE010","AM8FE011","AM8FE012","AM8FE013","AM8FE014","AM8FE015","AM8FE016","AM8FE017","AM8FE018","AM8FE019","AM8FE020","AM8FE021","AM8FE022","AM8FE023","AM8FE024","AM8FE025","AM8FE026","AM8FE027","AM8FE028","AM8FE029","AM8FE030","AM8FE031","AM8FE032","AM8FE033","AM8FE034","AM8FE035","AM8FE036","AM8FE037","AM8FE038","AM8FE039","AM9SE001","FIPS"
"G5100010","2016-2020","VA","","","Virginia","51","Accomack County","001","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51001","Accomack County, Virginia","","32560","29524","119","192","782","1943","32227","6373","3092","394","44","439","113","103","214","422","281","254","105","404","167","152","3281","346","121","358","125","11","35","212","435","371","154","467","340","306","25854","12623","566","92","828","452","158","231","561","1467","1514","1571","2034","1963","1186","13231","515","144","726","316","136","282","695","1516","1253","1858","2377","2036","1377","32227","6373","905","797","601","2764","848","267","191","25854","1317","1554","1575","12935","5910","1874","689","32129","15612","961","6","955","2677","119","2558","2624","78","2546","5882","659","5223","2130","485","1645","1338","534","804","16517","861","8","853","2265","38","2227","2858","157","2701","6474","823","5651","2376","426","1950","1683","920","763","0.4562","51001"
"G5100030","2016-2020","VA","","","Virginia","51","Albemarle County","003","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51003","Albemarle County, Virginia","","108819","95653","469","1470","5183","6044","101147","7753","3404","301","23","339","174","78","52","515","478","319","312","433","264","116","4349","502","20","323","78","13","78","802","738","611","277","401","181","325","93394","44538","2633","345","3345","1856","505","1111","2611","6086","5924","5755","6044","4988","3335","48856","2468","399","3558","1490","711","1140","3054","5964","5735","6340","7422","6002","4573","101147","7753","846","662","473","4530","801","310","131","93394","5845","6903","6813","48285","17640","5680","2228","107475","51009","2951","35","2916","7990","302","7688","12685","571","12114","18680","1514","17166","5252","805","4447","3451","1427","2024","56466","2970","0","2970","7912","275","7637","13740","614","13126","20763","1248","19515","6183","723","5460","4898","2124","2774","0.4719","51003"
"G5100050","2016-2020","VA","","","Virginia","51","Alleghany County","005","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51005","Alleghany County, Virginia","","15030","14733","0","111","91","95","14744","2315","965","85","46","154","20","44","9","59","113","100","93","125","47","70","1350","98","1","134","11","1","33","88","172","130","129","263","207","83","12429","6272","257","70","457","188","81","110","484","685","598","893","1034","847","568","6157","219","76","261","201","43","204","380","626","597","933","1000","864","753","14744","2315","230","288","118","1074","452","126","27","12429","622","718","827","6251","2690","978","343","14754","7229","342","5","337","1195","240","955","1341","142","1199","2819","490","2329","894","264","630","638","314","324","7525","317","0","317","983","36","947","1266","85","1181","3052","523","2529","1071","288","783","836","442","394","0.4537","51005"
"G5100070","2016-2020","VA","","","Virginia","51","Amelia County","007","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51007","Amelia County, Virginia","","12970","12694","0","97","73","106","12873","1382","695","46","0","145","0","69","35","15","82","68","30","123","82","0","687","75","0","33","0","0","0","140","69","43","61","88","105","73","11491","5822","363","0","486","171","42","185","278","801","633","871","945","573","474","5669","262","0","534","96","76","132","510","446","647","841","987","641","497","12873","1382","121","178","104","681","225","41","32","11491","625","1020","702","6179","1994","755","216","12880","6524","409","0","409","1140","85","1055","1176","93","1083","2670","355","2315","655","168","487","474","272","202","6356","337","0","337","871","171","700","1165","22","1143","2667","379","2288","746","114","632","570","265","305","0.4320","51007"
"G5100090","2016-2020","VA","","","Virginia","51","Amherst County","009","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51009","Amherst County, Virginia","","31782","30977","71","151","361","222","31002","3393","1685","100","30","125","86","15","28","229","105","202","241","209","160","155","1708","197","0","153","28","0","67","243","198","190","89","288","123","132","27609","13478","760","101","868","523","164","325","1028","1709","1500","1808","2136","1593","963","14131","658","182","796","536","106","286","658","1490","1594","2184","2251","1886","1504","31002","3393","327","278","224","1810","467","162","125","27609","1701","1664","1940","14142","5695","1871","596","31593","15170","860","31","829","2277","186","2091","3071","280","2791","6091","993","5098","1753","536","1217","1118","569","549","16423","855","0","855","2221","68","2153","3106","287","2819","6596","771","5825","2009","472","1537","1636","695","941","0.4239","51009"
"G5100110","2016-2020","VA","","","Virginia","51","Appomattox County","011","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51011","Appomattox County, Virginia","","15814","15536","0","34","70","174","15714","2127","781","55","34","50","64","18","12","86","44","70","72","191","47","38","1346","180","0","181","69","0","25","55","223","133","100","166","67","147","13587","6810","380","86","540","125","78","157","590","793","867","889","909","857","539","6777","321","26","486","150","99","190","438","854","681","990","1048","903","591","15714","2127","269","231","188","951","303","118","67","13587","813","1026","799","6941","2878","913","217","15749","7611","435","0","435","1193","55","1138","1504","176","1328","2998","479","2519","904","301","603","577","208","369","8138","501","0","501","1241","27","1214","1570","290","1280","3118","423","2695","970","197","773","738","364","374","0.4202","51011"
"G5100130","2016-2020","VA","","","Virginia","51","Arlington County","013","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51013","Arlington County, Virginia","","236434","175875","1475","5639","27066","26379","233182","14952","6290","372","76","468","144","45","100","988","1545","462","481","777","540","292","8662","589","32","500","210","34","111","1604","2176","846","506","599","930","525","218230","109957","6688","1088","6680","3196","989","1829","7331","26832","19107","14816","10832","6773","3796","108273","6139","1116","6117","2949","827","1886","7747","26121","18500","13899","10924","7193","4855","233182","14952","1069","968","644","9461","1993","368","449","218230","15031","12797","11676","146082","23993","6153","2498","231447","114462","7091","0","7091","14641","596","14045","36230","781","35449","45099","2413","42686","7313","881","6432","4088","1661","2427","116985","6755","43","6712","13962","368","13594","37853","1009","36844","44912","2194","42718","8123","1631","6492","5380","2399","2981","0.4426","51013"
"G5100150","2016-2020","VA","","","Virginia","51","Augusta County","015","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51015","Augusta County, Virginia","","75754","73370","46","595","797","946","71470","6374","2233","345","113","247","133","74","68","198","210","121","162","220","194","148","4141","336","17","311","171","57","170","601","657","267","411","490","431","222","65096","32587","1417","394","1682","1543","332","916","2479","3634","3565","4467","5138","4148","2872","32509","1358","306","2291","899","440","566","1815","3246","3901","4759","5307","4278","3343","71470","6374","811","558","673","2998","964","266","104","65096","3475","3973","4696","33165","13572","4523","1692","71644","34857","1793","0","1793","5568","303","5265","6497","431","6066","13637","1497","12140","4342","992","3350","3020","1578","1442","36787","1768","11","1757","5297","162","5135","6319","393","5926","15129","1715","13414","4709","1367","3342","3565","1171","2394","0.3997","51015"
"G5100170","2016-2020","VA","","","Virginia","51","Bath County","017","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51017","Bath County, Virginia","","4248","4102","0","59","12","75","4174","781","489","16","0","110","0","0","0","28","69","35","29","89","113","0","292","0","0","0","0","0","14","31","11","36","16","40","61","83","3393","1712","25","48","146","3","79","0","36","233","202","260","274","184","222","1681","104","0","34","15","36","0","155","299","187","212","226","286","127","4174","781","16","110","14","344","214","83","0","3393","177","180","133","1728","826","279","70","4160","2201","41","0","41","386","37","349","366","73","293","889","105","784","297","72","225","222","179","43","1959","104","0","104","99","0","99","482","0","482","717","29","688","347","71","276","210","22","188","0.4721","51017"
"G5100190","2016-2020","VA","","","Virginia","51","Bedford County","019","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51019","Bedford County, Virginia","","78965","75931","210","602","1259","963","78347","6358","2705","145","0","233","100","91","67","402","255","137","342","541","179","213","3653","290","67","396","112","97","41","403","413","362","429","520","258","265","71989","35850","1763","829","2171","1126","517","816","2514","3827","3841","5090","5838","4757","2761","36139","1577","327","2170","1228","371","982","2494","3521","3827","5323","5993","4943","3383","78347","6358","502","629","508","3407","834","366","112","71989","4496","4341","5040","36245","15723","4454","1690","78558","38577","1908","32","1876","5996","365","5631","7007","357","6650","15756","2026","13730","4936","1265","3671","2974","1437","1537","39981","1908","25","1883","5934","139","5795","6836","342","6494","16454","2228","14226","5201","1110","4091","3648","1372","2276","0.4211","51019"
"G5100210","2016-2020","VA","","","Virginia","51","Bland County","021","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51021","Bland County, Virginia","","6334","6307","0","10","8","9","5346","605","312","72","0","5","0","6","0","18","87","0","0","47","32","45","293","17","27","40","0","0","8","54","23","12","41","23","9","39","4741","2330","160","64","178","19","0","95","188","236","227","313","260","375","215","2411","15","80","72","61","30","42","84","270","386","245","461","405","260","5346","605","116","45","14","254","92","28","56","4741","319","250","247","2336","1114","323","152","5380","2658","242","47","195","373","17","356","529","26","503","847","133","714","407","155","252","260","118","142","2722","50","0","50","360","0","360","431","43","388","1168","181","987","414","80","334","299","202","97","0.3975","51021"
"G5100230","2016-2020","VA","","","Virginia","51","Botetourt County","023","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51023","Botetourt County, Virginia","","33440","32497","26","218","455","244","33071","2059","832","141","6","161","34","0","0","38","43","21","164","134","62","28","1227","71","0","56","51","7","7","180","39","146","186","273","40","171","31012","15410","590","97","901","574","258","457","1087","1595","1624","2302","2563","2105","1257","15602","654","123","1083","483","233","429","936","1550","1600","2379","2389","2163","1580","33071","2059","218","217","99","1037","289","166","33","31012","1464","1984","2434","15684","6609","2181","656","33077","16242","739","0","739","2494","250","2244","2756","64","2692","6801","712","6089","2167","429","1738","1285","556","729","16835","725","0","725","2478","133","2345","2705","221","2484","6973","631","6342","2203","301","1902","1751","741","1010","0.4128","51023"
"G5100250","2016-2020","VA","","","Virginia","51","Brunswick County","025","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51025","Brunswick County, Virginia","","16336","15872","6","194","25","239","13866","2703","982","104","5","127","123","0","7","103","55","121","90","144","68","35","1721","154","92","124","36","6","12","227","227","157","169","221","156","140","11163","5723","249","14","226","212","119","173","450","854","450","657","865","808","646","5440","183","20","317","99","52","120","192","486","559","838","1013","891","670","13866","2703","355","251","184","1328","410","96","79","11163","466","543","775","5504","2559","972","344","14166","6936","353","23","330","1031","79","952","1668","167","1501","2327","424","1903","876","303","573","681","328","353","7230","340","0","340","878","89","789","1198","79","1119","2957","535","2422","1047","294","753","810","428","382","0.4559","51025"
"G5100270","2016-2020","VA","","","Virginia","51","Buchanan County","027","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51027","Buchanan County, Virginia","","21374","20946","4","78","133","213","20457","5094","2706","231","54","270","146","1","85","247","380","221","362","337","261","111","2388","146","57","134","44","13","82","152","344","319","391","408","171","127","15363","7283","170","10","336","189","53","172","478","764","904","1185","1288","1019","715","8080","260","53","314","338","23","208","611","777","798","1152","1367","1281","898","20457","5094","488","404","371","2861","732","179","59","15363","493","650","983","7954","3670","1337","276","20544","10048","416","5","411","1360","117","1243","1869","289","1580","4297","1602","2695","1280","607","673","826","470","356","10496","406","0","406","1294","255","1039","1884","345","1539","4435","1456","2979","1452","534","918","1025","533","492","0.4797","51027"
"G5100290","2016-2020","VA","","","Virginia","51","Buckingham County","029","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51029","Buckingham County, Virginia","","17087","16705","17","119","119","127","14871","2405","994","141","26","162","21","4","6","14","66","195","83","150","86","40","1411","129","46","115","60","30","31","86","195","119","64","198","266","72","12466","6168","250","27","342","234","69","116","292","1141","679","877","835","789","517","6298","353","78","348","209","60","176","443","615","695","930","982","762","647","14871","2405","342","277","152","977","545","105","7","12466","708","690","864","6713","2327","891","273","14984","7217","393","0","393","1060","93","967","1513","70","1443","2819","373","2446","875","226","649","557","261","296","7767","482","0","482","1211","84","1127","1339","151","1188","2988","561","2427","1028","387","641","719","288","431","0.4280","51029"
"G5100310","2016-2020","VA","","","Virginia","51","Campbell County","031","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51031","Campbell County, Virginia","","55406","53438","56","220","531","1161","54707","5731","2394","256","5","289","77","17","111","460","311","180","138","167","223","160","3337","169","0","333","124","14","101","350","588","289","334","314","392","329","48976","24043","1177","269","1824","600","272","538","1684","3396","2813","3350","3634","2680","1806","24933","1319","256","1407","800","346","597","1820","3108","2765","3392","3831","3017","2275","54707","5731","430","622","444","2876","870","299","190","48976","3021","3231","3153","25967","9523","2860","1221","54812","26421","1433","0","1433","4044","245","3799","5825","446","5379","10250","1196","9054","2903","722","2181","1966","1029","937","28391","1553","0","1553","4034","62","3972","5866","289","5577","10925","1513","9412","3409","892","2517","2604","1401","1203","0.4169","51031"
"G5100330","2016-2020","VA","","","Virginia","51","Caroline County","033","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51033","Caroline County, Virginia","","30581","29247","8","328","461","537","28299","2321","926","32","0","131","118","8","24","92","101","41","126","162","54","37","1395","154","0","195","98","40","38","165","252","93","110","138","30","82","25978","12210","1056","134","983","513","100","364","524","949","1803","1771","1911","1355","747","13768","769","304","1113","393","126","303","753","1831","1729","1855","2059","1511","1022","28299","2321","186","326","326","1097","267","55","64","25978","2263","2096","1799","13373","4678","1417","352","28372","13162","1088","0","1088","2413","61","2352","1662","66","1596","5806","967","4839","1409","314","1095","784","434","350","15210","949","0","949","2631","67","2564","3001","56","2945","5984","891","5093","1541","286","1255","1104","535","569","0.4332","51033"
"G5100350","2016-2020","VA","","","Virginia","51","Carroll County","035","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51035","Carroll County, Virginia","","29911","29171","37","81","239","383","29636","4739","2678","169","13","118","87","24","113","301","386","372","225","410","168","292","2061","97","24","60","42","122","9","201","171","276","329","219","158","353","24897","12326","560","79","738","456","162","273","689","1484","1125","1815","1978","1944","1023","12571","521","167","747","372","98","238","682","1302","1213","1716","2223","1974","1318","29636","4739","303","178","397","2684","532","430","215","24897","1327","1485","1599","11957","6188","1794","547","29746","15030","729","16","713","2117","174","1943","2849","128","2721","5908","1223","4685","2112","479","1633","1315","797","518","14716","635","0","635","1946","59","1887","2356","278","2078","5976","1192","4784","2132","583","1549","1671","567","1104","0.4388","51035"
"G5100360","2016-2020","VA","","","Virginia","51","Charles City County","036","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51036","Charles City County, Virginia","","6965","6751","20","40","59","95","6944","885","388","28","11","13","11","5","15","38","47","22","36","98","50","14","497","6","7","42","3","17","10","29","62","22","65","88","67","79","6059","3018","87","20","129","153","31","55","193","303","303","470","546","467","261","3041","75","13","98","129","19","55","189","269","327","488","583","461","335","6944","885","52","55","61","430","194","77","16","6059","195","227","442","3148","1451","480","116","6956","3415","123","0","123","453","34","419","574","72","502","1473","245","1228","517","128","389","275","109","166","3541","81","0","81","396","20","376","549","54","495","1573","278","1295","528","181","347","414","204","210","0.4924","51036"
"G5100370","2016-2020","VA","","","Virginia","51","Charlotte County","037","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51037","Charlotte County, Virginia","","11953","11882","4","0","24","43","11671","2810","1357","107","0","193","135","97","11","140","31","129","151","222","118","23","1453","44","8","209","64","34","3","152","187","172","140","220","144","76","8861","4555","218","5","265","193","58","190","301","536","409","615","707","574","484","4306","208","11","190","75","88","75","322","338","421","676","720","615","567","11671","2810","159","402","344","1298","508","37","62","8861","442","455","679","4366","1868","863","188","11817","5927","325","0","325","1162","243","919","1010","48","962","2231","594","1637","692","148","544","507","227","280","5890","252","0","252","885","59","826","1002","48","954","2349","448","1901","759","234","525","643","345","298","0.4885","51037"
"G5100410","2016-2020","VA","","","Virginia","51","Chesterfield County","041","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51041","Chesterfield County, Virginia","","348500","313051","1749","4054","14798","14848","343883","22536","9653","1040","225","1330","609","186","438","1098","1407","776","1320","530","436","258","12883","675","109","889","584","233","383","1510","2129","1826","1286","1349","922","988","321347","156221","9817","2314","12698","6154","2243","4832","13046","18851","21258","21745","20961","14776","7526","165126","9070","1989","11607","7169","2218","4408","12974","19329","22537","23901","23284","16912","9728","343883","22536","2049","2219","2433","12424","2165","676","570","321347","23190","24305","27024","177368","52206","12844","4410","345710","165922","10883","148","10735","31533","2923","28610","34519","3027","31492","65991","7249","58742","15212","2981","12231","7784","3695","4089","179788","10135","89","10046","30142","1415","28727","36881","2459","34422","74080","8467","65613","17834","3237","14597","10716","5412","5304","0.4575","51041"
"G5100430","2016-2020","VA","","","Virginia","51","Clarke County","043","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51043","Clarke County, Virginia","","14498","13608","10","130","437","313","14248","861","359","6","0","26","0","0","0","36","41","20","34","118","47","31","502","7","21","44","11","0","86","39","20","43","49","105","0","77","13387","6742","306","67","517","169","160","167","563","613","694","1079","1115","800","492","6645","264","1","399","238","92","141","432","556","764","1074","1203","885","596","14248","861","34","70","97","418","134","31","77","13387","638","916","967","7150","2628","734","354","14309","7150","312","0","312","1168","28","1140","1254","157","1097","3046","200","2846","847","228","619","523","318","205","7159","271","0","271","1038","67","971","1054","78","976","3238","184","3054","885","177","708","673","378","295","0.4230","51043"
"G5100450","2016-2020","VA","","","Virginia","51","Craig County","045","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51045","Craig County, Virginia","","5103","5082","0","5","16","0","5096","606","244","47","2","42","0","14","0","13","15","0","54","51","6","0","362","0","13","33","30","0","0","76","24","126","2","19","17","22","4490","2194","109","0","167","30","19","15","112","256","176","322","471","223","294","2296","115","25","160","3","46","25","151","293","136","334","454","292","262","5096","606","62","75","44","319","84","22","0","4490","249","327","138","2268","952","439","117","5096","2438","156","0","156","289","17","272","396","33","363","1074","101","973","229","60","169","294","93","201","2658","115","0","115","335","15","320","544","0","544","1071","300","771","309","53","256","284","167","117","0.3882","51045"
"G5100470","2016-2020","VA","","","Virginia","51","Culpeper County","047","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51047","Culpeper County, Virginia","","51935","46288","360","537","2250","2500","50250","3923","1554","155","11","184","158","10","19","118","190","106","197","266","118","22","2369","126","90","166","168","37","77","297","220","437","98","312","242","99","46327","22660","1458","376","1538","996","191","844","1792","2554","3133","3107","3042","2231","1398","23667","1431","161","1964","1049","400","581","1769","2662","2985","3264","3421","2425","1555","50250","3923","382","350","469","1889","712","97","24","46327","3426","3502","4061","24557","7828","2370","583","50575","24421","1713","0","1713","4498","293","4205","4599","258","4341","9842","1191","8651","2349","663","1686","1420","652","768","26154","1567","0","1567","4801","190","4611","4948","195","4753","10517","1694","8823","2667","792","1875","1654","808","846","0.4652","51047"
"G5100490","2016-2020","VA","","","Virginia","51","Cumberland County","049","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51049","Cumberland County, Virginia","","9869","9690","5","103","71","0","9869","1037","467","38","9","0","25","0","46","31","77","0","33","52","123","33","570","0","0","70","68","0","14","14","54","39","60","123","95","33","8832","4271","117","21","183","146","55","322","343","471","472","625","672","487","357","4561","205","0","162","311","27","130","267","629","596","519","646","637","432","9869","1037","47","70","153","343","358","54","12","8832","343","345","991","4602","1762","389","400","9859","4728","155","0","155","807","47","760","912","64","848","1854","174","1680","610","227","383","390","257","133","5131","205","0","205","782","35","747","964","73","891","1983","286","1697","732","204","528","465","178","287","0.4263","51049"
"G5100510","2016-2020","VA","","","Virginia","51","Dickenson County","051","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51051","Dickenson County, Virginia","","14524","14419","0","46","36","23","14031","3284","1350","57","29","218","47","0","14","55","190","139","143","212","185","61","1934","204","0","156","49","0","46","145","215","168","279","352","164","156","10747","5680","278","77","319","151","27","219","396","582","770","848","866","689","458","5067","143","36","294","213","65","130","352","525","664","572","733","793","547","14031","3284","290","374","156","1678","569","193","24","10747","534","613","805","5571","2219","753","252","14052","7043","349","0","349","1101","96","1005","1223","162","1061","2977","1379","1598","874","372","502","519","389","130","7009","347","16","331","997","42","955","1237","203","1034","2768","881","1887","957","340","617","703","531","172","0.5839","51051"
"G5100530","2016-2020","VA","","","Virginia","51","Dinwiddie County","053","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51053","Dinwiddie County, Virginia","","28686","27335","47","405","367","532","27945","3109","1217","168","6","172","91","0","24","41","27","61","193","330","88","16","1892","125","0","266","51","0","0","104","273","339","282","261","91","100","24836","12365","705","124","856","409","131","282","917","1658","1582","1778","1793","1259","871","12471","592","131","1024","243","142","314","837","1499","1366","1849","1936","1488","1050","27945","3109","299","438","166","1681","409","80","36","24836","1552","1880","1521","13640","4322","1767","154","28313","13795","893","0","893","2172","167","2005","2790","194","2596","5706","855","4851","1347","264","1083","887","473","414","14518","717","3","714","2171","162","2009","2868","151","2717","6033","967","5066","1579","394","1185","1150","490","660","0.4223","51053"
"G5100570","2016-2020","VA","","","Virginia","51","Essex County","057","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51057","Essex County, Virginia","","10960","10575","213","19","110","43","10866","1634","628","66","0","55","0","46","24","52","58","93","85","101","14","34","1006","56","0","61","63","0","72","94","184","104","108","104","84","76","9232","4361","213","12","332","76","55","134","393","318","422","638","726","693","349","4871","272","64","251","95","0","89","520","339","607","606","845","746","437","10866","1634","122","116","205","883","198","99","11","9232","561","583","449","4518","2335","513","273","10855","4963","279","0","279","734","104","630","795","78","717","2065","318","1747","707","73","634","383","197","186","5892","328","0","328","695","30","665","1152","83","1069","2374","401","1973","830","159","671","513","269","244","0.4013","51057"
"G5100590","2016-2020","VA","","","Virginia","51","Fairfax County","059","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51059","Fairfax County, Virginia","","1149439","762149","6310","25340","204969","150671","1138999","67085","30395","3035","497","4004","1772","517","1310","4294","3171","3137","2933","2361","1614","1750","36690","3192","356","2721","1815","651","796","5271","5332","5319","3628","3102","2026","2481","1071914","534718","34241","6387","42288","21738","7735","13766","41789","75031","78415","77039","68927","42967","24395","537196","32296","7325","39347","20848","7748","13200","39278","69540","78368","79560","71135","47290","31261","1138999","67085","7080","6725","6861","36262","5926","3128","1103","1071914","80249","81635","85035","613750","155589","40493","15163","1135243","559621","37785","267","37518","100705","4576","96129","123995","6373","117622","226410","11832","214578","44581","6807","37774","26145","10305","15840","575622","35918","91","35827","95725","2477","93248","121108","4980","116128","239813","11905","227908","49316","6463","42853","33742","15250","18492","0.4332","51059"
"G5100610","2016-2020","VA","","","Virginia","51","Fauquier County","061","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51061","Fauquier County, Virginia","","70353","64408","120","863","1934","3028","69983","3828","1592","58","25","255","74","72","84","93","180","207","161","170","107","106","2236","107","17","94","122","10","157","171","348","227","282","252","260","189","66155","33038","1957","422","2669","1329","600","806","2675","3468","4337","4659","5089","3165","1862","33117","1944","216","2255","1616","595","786","2403","3606","4051","4924","5025","3369","2327","69983","3828","207","349","519","1859","599","279","16","66155","4539","4924","5732","35729","11042","3121","1068","69978","34588","2023","0","2023","6368","426","5942","6372","462","5910","14585","816","13769","3272","626","2646","1968","865","1103","35390","2051","0","2051","5915","210","5705","6518","244","6274","14761","892","13869","3629","622","3007","2516","1595","921","0.4177","51061"
"G5100630","2016-2020","VA","","","Virginia","51","Floyd County","063","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51063","Floyd County, Virginia","","15766","15172","0","94","256","244","15668","1583","803","48","0","0","29","0","49","74","59","99","28","312","54","51","780","4","0","111","3","0","26","147","81","42","54","102","111","99","14085","6966","328","70","595","161","13","252","463","699","815","1186","858","942","584","7119","327","8","360","352","163","101","367","741","795","965","1207","984","749","15668","1583","52","111","107","657","506","110","40","14085","733","955","1042","7132","2890","994","339","15664","7765","376","11","365","1179","39","1140","1295","124","1171","3284","271","3013","996","201","795","635","259","376","7899","331","0","331","1124","102","1022","1336","88","1248","3165","277","2888","1095","213","882","848","498","350","0.4085","51063"
"G5100650","2016-2020","VA","","","Virginia","51","Fluvanna County","065","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51065","Fluvanna County, Virginia","","26873","25622","51","403","525","272","25308","1199","599","37","0","69","17","17","0","50","21","54","93","167","41","33","600","14","7","14","81","0","45","1","65","51","105","154","17","46","24109","11792","646","131","1006","378","176","325","795","1321","1567","1454","1626","1347","1020","12317","525","141","606","398","221","241","784","1602","1420","1783","1797","1744","1055","25308","1199","58","83","160","638","181","62","17","24109","1443","1612","1739","12375","4865","1604","471","25516","12424","731","29","702","2139","300","1839","2152","176","1976","4961","462","4499","1388","472","916","1053","382","671","13092","601","0","601","1917","58","1859","2402","11","2391","5310","612","4698","1761","334","1427","1101","504","597","0.4771","51065"
"G5100670","2016-2020","VA","","","Virginia","51","Franklin County","067","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51067","Franklin County, Virginia","","56231","54836","55","150","592","598","54498","7653","3548","394","71","292","199","66","264","78","466","206","481","669","204","158","4105","364","132","280","190","48","105","187","423","531","530","713","316","286","46845","23085","810","253","1651","693","259","468","1529","2199","2497","3202","3766","3678","2080","23760","833","243","1466","458","285","552","1738","2360","2092","3453","3989","3755","2536","54498","7653","961","572","872","3699","1105","340","104","46845","2139","3117","2715","23047","11211","3597","1019","55868","27463","1224","29","1195","4360","300","4060","4959","545","4414","10800","1700","9100","3882","920","2962","2238","719","1519","28405","1244","0","1244","3828","141","3687","5132","452","4680","11308","1649","9659","4071","1044","3027","2822","990","1832","0.4675","51067"
"G5100690","2016-2020","VA","","","Virginia","51","Frederick County","069","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51069","Frederick County, Virginia","","88054","80736","566","1130","2188","3434","86333","5038","2088","67","6","250","106","49","119","424","277","165","80","355","132","58","2950","209","81","132","130","0","172","461","381","221","308","305","150","400","81295","40777","2668","375","3238","1684","497","1296","3030","4811","4970","5881","5490","4108","2729","40518","2205","581","2703","1737","432","1018","2704","4816","5232","5752","5790","4420","3128","86333","5038","363","382","576","2604","655","240","218","81295","5829","5941","6664","42977","14027","4191","1666","86513","42850","2762","0","2762","7790","396","7394","8512","521","7991","16759","1695","15064","4240","1073","3167","2787","1214","1573","43663","2445","21","2424","7130","194","6936","8382","278","8104","17608","1954","15654","4570","952","3618","3528","1734","1794","0.3965","51069"
